Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Serbia,STBZQKASF,Offline,H,11/29/2016,797316300,11/29/2016,2466,68.74,89.25,877571.2,59774.07,57469.32
Europe,Ireland,YVOW ABYK,Online,H,4/18/2015,497506701,5/10/2015,2144,194.89,609.6,372310.67,691689.61,250593.16
Europe,Andorra,WKDGNQJQ DOKJ,Online,C,6/5/2010,245556294,6/25/2010,4419,51.61,54.89,851006.87,249067.5,120554.34
Europe,Latvia,WKDGNQJQ DOKJ,Online,L,1/27/2014,716411006,2/17/2014,792,51.61,54.89,99669.83,12409.2,20317.59
Europe,Liechtenstein,BKXKLU DDPSOJWD,Online,M,11/1/2015,186597907,12/15/2015,7322,458.83,555.36,2217251.59,4325739.23,947571.7
Europe,Armenia,ZNVGEIJCUP,Online,L,5/15/2016,848737466,5/31/2016,9132,154.06,74.0,7844526.66,157805.47,690638.9
Europe,France,BKXKLU DDPSOJWD,Online,H,10/27/2013,130754315,11/2/2013,1962,458.83,555.36,1277674.02,1578096.55,715076.2
Europe,Netherlands,BKXKLU DDPSOJWD,Offline,M,2/2/2011,719293630,2/25/2011,3824,458.83,555.36,2490227.04,2007447.04,354734.0
Europe,Kosovo,BKXKLU DDPSOJWD,Offline,C,5/7/2011,616775310,5/24/2011,6375,458.83,555.36,4182989.86,3089282.0,149267.29
Europe,Finland,SMSUAK,Offline,L,9/20/2010,591287887,10/2/2010,4080,7.6,2.21,12751.7,79672.5,7599.5
Europe,Italy,JTSBQPV,Online,M,4/18/2010,334539973,5/11/2010,6667,400.68,75.97,147848.46,634257.02,381516.25
Europe,Belarus,KYUTZQ,Offline,C,1/16/2016,403665006,2/19/2016,2300,292.81,88.89,895889.0,583146.0,985493.0
Europe,Poland,FGIPCAOVI,Offline,H,4/13/2011,892042911,5/12/2011,4175,872.4,295.75,7360601.0,2770053.97,281541.47
Europe,United Kingdom,FDKLCUGLN,Online,C,7/30/2016,394356667,8/4/2016,7756,989.45,840.03,4119115.95,3764853.09,1820623.68
Europe,Norway,SMSUAK,Offline,M,4/29/2012,752792918,5/12/2012,7008,7.6,2.21,31452.23,80016.54,56321.35
Europe,Bosnia and Herzegovina,ZNVGEIJCUP,Online,C,3/2/2012,760619390,4/16/2012,3035,154.06,74.0,406263.8,673472.41,925580.25
Europe,Ukraine,STBZQKASF,Online,M,2/19/2014,343889510,4/2/2014,3403,68.74,89.25,474443.88,776696.71,14449.41
Europe,Malta,YVOW ABYK,Offline,L,6/25/2012,398104035,8/12/2012,6686,194.89,609.6,1706802.08,8994287.23,319496.92
Europe,Slovenia,NJDZ,Offline,M,9/25/2014,631460940,10/5/2014,2180,829.4,620.06,166649.8,312443.7,613187.0
Europe,Moldova ,KYUTZQ,Offline,M,5/1/2010,489848029,5/20/2010,5772,292.81,88.89,486795.21,427681.0,318268.08
Europe,Vatican City,BKXKLU DDPSOJWD,Online,L,11/27/2016,797788369,11/28/2016,2162,458.83,555.36,1407916.02,6270026.96,754366.3
Europe,United Kingdom,WKDGNQJQ DOKJ,Online,C,6/5/2013,430687510,6/10/2013,8860,51.61,54.89,317828.1,999467.5,126248.6
Europe,Portugal,WKDGNQJQ DOKJ,Online,H,2/11/2015,667054498,2/12/2015,5104,51.61,54.89,375867.83,622347.86,579177.48
Europe,Denmark,BNBVXP,Online,H,9/14/2014,666921460,10/10/2014,5735,970.5,981.46,2874917.2,266355.49,157792.79
Europe,Austria,BKXKLU DDPSOJWD,Online,L,3/12/2014,861252868,3/28/2014,2717,458.83,555.36,3266465.32,9019968.55,126490.83
Europe,Vatican City,YVOW ABYK,Online,C,5/24/2017,126948583,7/9/2017,5762,194.89,609.6,3337133.11,918578.04,335864.16
Europe,Estonia,JTSBQPV,Offline,H,6/8/2013,353191840,7/9/2013,6169,400.68,75.97,166694.56,377686.76,795577.36
Europe,Belgium,ZNVGEIJCUP,Online,L,5/9/2017,259032571,5/13/2017,2349,154.06,74.0,398591.35,967076.36,250813.72
Europe,Georgia,NJDZ,Offline,L,8/3/2014,517514264,9/4/2014,2826,829.4,620.06,2055128.71,1533010.48,906051.3
Europe,United Kingdom,FGIPCAOVI,Offline,H,3/2/2016,624940383,3/30/2016,2602,872.4,295.75,9737637.6,470874.95,288619.31
Europe,Malta,FGIPCAOVI,Online,C,10/21/2011,567751824,11/21/2011,9236,872.4,295.75,1085656.0,5477297.58,8572620.51
Europe,Spain,SMSUAK,Offline,H,12/6/2012,262177836,1/16/2013,3103,7.6,2.21,21936.02,76048.25,8566.31
Europe,Croatia,FDKLCUGLN,Online,L,5/25/2016,582560193,5/28/2016,1362,989.45,840.03,327552.0,672878.73,144979.35
Europe,Kosovo,ZNVGEIJCUP,Online,H,7/1/2014,139949357,7/14/2014,2980,154.06,74.0,448749.3,486397.9,278641.5
Europe,Albania,JTSBQPV,Offline,H,3/9/2015,470503079,3/21/2015,1172,400.68,75.97,451101.2,51904.6,53094.85
Europe,Austria,STBZQKASF,Offline,C,5/10/2015,413951814,5/31/2015,6395,68.74,89.25,303794.94,203297.05,882814.2
Europe,Germany,BKXKLU DDPSOJWD,Offline,L,8/19/2010,433734500,9/8/2010,532,458.83,555.36,257085.9,453292.89,31475.0
Europe,Ukraine,BKXKLU DDPSOJWD,Online,C,11/14/2012,624348151,12/8/2012,7347,458.83,555.36,6635954.96,1456862.17,930987.32
Europe,Poland,JTSBQPV,Offline,M,3/12/2012,109914195,4/16/2012,4908,400.68,75.97,132483.48,217255.34,788528.7
Europe,Georgia,KYUTZQ,Online,C,5/31/2010,947073256,6/12/2010,8878,292.81,88.89,4172137.33,152960.23,636611.93
Europe,Bosnia and Herzegovina,WKDGNQJQ DOKJ,Online,L,7/24/2014,409514796,9/7/2014,3383,51.61,54.89,633487.92,592006.15,61727.26
Europe,Latvia,BKXKLU DDPSOJWD,Online,L,5/31/2010,182228696,7/12/2010,4375,458.83,555.36,6480853.4,8931950.0,157657.73
Europe,Bosnia and Herzegovina,FDKLCUGLN,Online,C,2/13/2013,723893725,3/11/2013,5095,989.45,840.03,1618819.99,8263515.1,351476.45
Europe,Norway,KYUTZQ,Offline,L,3/12/2016,392217338,3/15/2016,4681,292.81,88.89,608361.25,944262.03,842076.28
Europe,Romania,YVOW ABYK,Offline,C,2/19/2015,108407437,3/27/2015,9025,194.89,609.6,9782870.0,1735815.7,511632.1
Europe,Iceland,KYUTZQ,Offline,L,12/20/2016,358594453,2/2/2017,4922,292.81,88.89,759829.76,226799.6,271399.08
Europe,Denmark,KYUTZQ,Offline,C,6/3/2013,784397923,6/15/2013,9631,292.81,88.89,3821920.26,120072.2,731010.73
Europe,Cyprus,NJDZ,Offline,M,6/9/2017,111246287,7/2/2017,9103,829.4,620.06,1002178.29,3319773.07,416953.0
Europe,Poland,ZNVGEIJCUP,Online,L,2/19/2016,777018630,3/19/2016,5935,154.06,74.0,471467.0,478741.47,867616.46
Europe,Moldova ,JTSBQPV,Offline,H,9/1/2013,601588857,9/10/2013,2366,400.68,75.97,884232.94,42518.24,173759.04
Europe,Russia,ZNVGEIJCUP,Offline,L,3/17/2014,249039304,5/1/2014,5119,154.06,74.0,327816.23,299529.99,576056.11
Europe,Denmark,BNBVXP,Online,C,11/30/2015,905947482,1/18/2016,8847,970.5,981.46,8152770.2,5884090.12,664911.65
Europe,Italy,ZNVGEIJCUP,Online,H,7/22/2011,359893071,8/6/2011,9212,154.06,74.0,8505291.61,525299.16,885574.68
Europe,Poland,FGIPCAOVI,Offline,M,7/20/2016,284310567,9/2/2016,2670,872.4,295.75,5827293.0,500089.8,799863.5
Europe,Bosnia and Herzegovina,ZNVGEIJCUP,Offline,M,2/6/2012,942372310,2/19/2012,7763,154.06,74.0,9268501.43,626737.28,188391.21
Europe,Macedonia,NJDZ,Online,C,3/16/2015,604124295,4/2/2015,2659,829.4,620.06,8289136.3,640059.24,849102.5
Europe,Kosovo,SMSUAK,Online,C,3/7/2015,720229613,3/11/2015,803,7.6,2.21,2414.3,5538.43,1912.29
Europe,Austria,WKDGNQJQ DOKJ,Online,M,7/31/2014,967258059,8/8/2014,2009,51.61,54.89,858041.62,113850.03,35515.34
Europe,Poland,BNBVXP,Offline,M,6/10/2011,520390880,7/24/2011,4080,970.5,981.46,239907.0,294687.6,176176.3
Europe,Bosnia and Herzegovina,SMSUAK,Offline,L,10/15/2016,623821580,10/31/2016,1523,7.6,2.21,64601.86,19540.31,6268.78
Europe,Bulgaria,NJDZ,Online,C,7/20/2010,273662412,7/23/2010,1644,829.4,620.06,841817.93,826553.98,17581.2
Europe,Kosovo,ZNVGEIJCUP,Offline,M,3/8/2017,941061675,3/20/2017,9917,154.06,74.0,1527813.02,863233.93,373330.75
Europe,Moldova ,NJDZ,Online,M,12/7/2013,421456849,12/10/2013,7302,829.4,620.06,5099055.97,1778892.89,355738.0
Europe,Andorra,FGIPCAOVI,Online,H,4/10/2012,291160714,5/26/2012,9780,872.4,295.75,9803134.0,6790851.2,8536329.0
Europe,Georgia,SMSUAK,Offline,M,1/21/2014,724085128,2/10/2014,1735,7.6,2.21,45507.93,39614.2,2670.52
Europe,Luxembourg,ZNVGEIJCUP,Online,M,9/30/2014,742569196,11/17/2014,1581,154.06,74.0,731345.14,985090.3,72230.32
Europe,Poland,FDKLCUGLN,Online,M,7/29/2016,760346877,8/6/2016,2392,989.45,840.03,5869664.5,8962074.11,855084.48
Europe,Moldova ,FGIPCAOVI,Online,M,11/5/2015,260630738,12/19/2015,5282,872.4,295.75,5633473.8,1390909.06,303783.49
Europe,Spain,NJDZ,Online,H,4/2/2013,462561166,5/2/2013,983,829.4,620.06,203249.01,509770.73,10631.6
Europe,Netherlands,WKDGNQJQ DOKJ,Offline,H,10/2/2014,353475940,10/4/2014,240,51.61,54.89,57841.6,96392.5,6077.0
Europe,Armenia,STBZQKASF,Online,H,6/5/2011,432031619,6/29/2011,6612,68.74,89.25,898205.4,546026.17,184708.99
Europe,Armenia,FDKLCUGLN,Online,L,2/19/2012,104165685,3/6/2012,3796,989.45,840.03,3074840.12,1120069.34,629111.08
Europe,Ukraine,WKDGNQJQ DOKJ,Online,M,2/26/2011,762117564,3/28/2011,6378,51.61,54.89,474383.36,997108.46,403153.52
Europe,Finland,KYUTZQ,Offline,H,3/10/2013,918364179,4/11/2013,3223,292.81,88.89,490428.73,761519.87,113327.87
Europe,Georgia,NJDZ,Online,M,4/18/2011,913729751,5/9/2011,1793,829.4,620.06,744243.73,222586.99,298460.6
Europe,Armenia,KYUTZQ,Online,H,2/28/2011,196346127,4/12/2011,2037,292.81,88.89,253474.46,976095.06,310433.7
Europe,Cyprus,WKDGNQJQ DOKJ,Online,M,12/21/2014,553107821,1/13/2015,5751,51.61,54.89,135237.45,802634.47,144120.06
Europe,San Marino,BNBVXP,Online,M,5/8/2014,591774117,5/30/2014,7967,970.5,981.46,2252035.4,589674.12,195416.52
Europe,Cyprus,WKDGNQJQ DOKJ,Online,C,6/2/2015,627432048,6/23/2015,9941,51.61,54.89,681688.03,788578.24,537153.91
Europe,Germany,NJDZ,Offline,M,1/14/2017,615290009,1/18/2017,6842,829.4,620.06,6290449.14,9107478.94,872720.7
Europe,Italy,STBZQKASF,Online,H,8/13/2015,897317206,9/1/2015,4957,68.74,89.25,960201.97,157583.03,79754.2
Europe,Montenegro,WKDGNQJQ DOKJ,Offline,L,11/14/2016,594699656,12/30/2016,3699,51.61,54.89,210275.17,873847.16,13348.63
Europe,Ukraine,FGIPCAOVI,Offline,M,6/28/2017,574925124,7/13/2017,1975,872.4,295.75,953867.0,659191.71,534673.95
Europe,Ukraine,STBZQKASF,Offline,M,3/19/2015,946421372,3/21/2015,5971,68.74,89.25,443834.52,189818.09,97911.62
Europe,Armenia,JTSBQPV,Offline,C,2/21/2017,885998284,2/28/2017,5436,400.68,75.97,594046.08,902336.69,614197.07
Europe,Hungary,FDKLCUGLN,Offline,L,7/17/2016,954065883,9/1/2016,8151,989.45,840.03,6666445.37,9500573.44,5030444.66
Europe,Malta,STBZQKASF,Online,M,6/7/2015,994406735,6/30/2015,5906,68.74,89.25,709504.1,409645.23,69108.6
Europe,Austria,WKDGNQJQ DOKJ,Online,M,7/9/2017,132069671,7/20/2017,1205,51.61,54.89,41102.98,98955.57,92918.6
Europe,Belarus,FDKLCUGLN,Online,M,11/30/2013,990455090,12/14/2013,6526,989.45,840.03,4361130.02,3279576.04,2832754.24
Europe,Norway,BNBVXP,Offline,C,6/6/2015,445952498,7/7/2015,6109,970.5,981.46,3000727.9,383909.46,406015.78
Europe,Estonia,BKXKLU DDPSOJWD,Offline,M,4/26/2016,628055179,5/13/2016,4339,458.83,555.36,9025098.28,6543547.08,786699.91
Europe,Slovenia,WKDGNQJQ DOKJ,Online,C,6/6/2010,243391644,6/27/2010,3851,51.61,54.89,508210.56,866364.29,96506.06
Europe,Ukraine,JTSBQPV,Online,H,3/11/2015,823505389,3/30/2015,2400,400.68,75.97,486827.0,19680.0,383362.0
Europe,Ireland,KYUTZQ,Online,L,12/30/2011,846413600,12/31/2011,1448,292.81,88.89,931881.69,538038.08,83934.25
Europe,Cyprus,SMSUAK,Offline,C,3/31/2012,850279843,4/10/2012,5556,7.6,2.21,36735.75,21415.69,22869.37
Europe,Austria,BKXKLU DDPSOJWD,Online,H,2/25/2010,268373954,2/28/2010,6672,458.83,555.36,4025979.89,3917588.35,961694.0
Europe,Serbia,FGIPCAOVI,Online,H,3/25/2012,350550401,4/22/2012,4508,872.4,295.75,1887779.0,9553705.11,679263.5
Europe,San Marino,WKDGNQJQ DOKJ,Online,C,5/27/2010,293178594,6/1/2010,6916,51.61,54.89,216960.21,256233.71,527105.33
Europe,Georgia,YVOW ABYK,Online,H,7/14/2013,168960559,8/19/2013,8039,194.89,609.6,5556068.83,4374640.66,600390.89
Europe,Albania,STBZQKASF,Offline,M,12/11/2014,270358788,1/24/2015,4028,68.74,89.25,444640.7,893119.25,86730.83
Europe,Italy,WKDGNQJQ DOKJ,Offline,M,6/9/2016,589842927,7/28/2016,6485,51.61,54.89,530019.05,735326.13,172728.6
Europe,Poland,BNBVXP,Offline,C,2/10/2014,655328738,3/22/2014,5191,970.5,981.46,2216992.2,607918.01,956911.36
Europe,Albania,ZNVGEIJCUP,Online,M,8/7/2014,406564366,8/25/2014,286,154.06,74.0,10763.94,52537.29,24284.0
Europe,Spain,JTSBQPV,Online,H,8/16/2012,374848639,9/6/2012,4897,400.68,75.97,606049.02,738145.41,740588.64
Europe,Slovakia,SMSUAK,Offline,L,8/14/2012,393858420,8/29/2012,314,7.6,2.21,3700.21,5026.06,534.55
Europe,Malta,STBZQKASF,Online,C,10/21/2013,435463559,10/27/2013,2199,68.74,89.25,951207.45,25315.37,39008.45
Europe,Sweden,ZNVGEIJCUP,Offline,C,12/7/2016,284403264,12/27/2016,101,154.06,74.0,15560.06,9179.06,9015.01
Europe,Romania,WKDGNQJQ DOKJ,Online,L,4/21/2010,917904984,4/24/2010,7338,51.61,54.89,410475.79,491295.81,754988.26
Europe,Switzerland,ZNVGEIJCUP,Online,C,10/4/2012,670274865,11/13/2012,8082,154.06,74.0,8623575.98,256974.71,187694.31
Europe,Luxembourg,FGIPCAOVI,Offline,M,1/30/2015,380684268,2/23/2015,1789,872.4,295.75,346778.1,948213.81,699144.71
Europe,Romania,WKDGNQJQ DOKJ,Offline,H,9/30/2014,264526593,10/7/2014,8152,51.61,54.89,709054.0,833739.07,838362.21
Europe,Ukraine,WKDGNQJQ DOKJ,Offline,C,4/17/2017,485929429,5/19/2017,6171,51.61,54.89,346953.26,934144.72,218102.39
Europe,Serbia,BKXKLU DDPSOJWD,Offline,C,8/24/2014,209736573,9/24/2014,4568,458.83,555.36,6217041.62,8383658.01,869076.0
Europe,Belgium,BKXKLU DDPSOJWD,Offline,M,1/5/2016,233440434,2/17/2016,9067,458.83,555.36,5904521.07,8259611.63,7225269.12
Europe,Austria,ZNVGEIJCUP,Offline,L,5/5/2011,384483993,6/19/2011,6212,154.06,74.0,646436.54,850646.75,279797.67
Europe,Belarus,STBZQKASF,Online,H,8/15/2010,311921012,8/26/2010,3214,68.74,89.25,847299.1,102173.06,13169.33
Europe,Switzerland,YVOW ABYK,Online,L,9/9/2010,128003442,10/23/2010,7918,194.89,609.6,2021307.04,2479472.84,364491.36
Europe,Italy,STBZQKASF,Offline,C,7/27/2013,981154048,8/9/2013,4141,68.74,89.25,906750.56,613932.85,64848.06
Europe,Germany,WKDGNQJQ DOKJ,Online,L,12/3/2012,287917602,1/5/2013,71,51.61,54.89,1175.38,2433.49,3667.97
Europe,Cyprus,KYUTZQ,Offline,L,12/4/2014,548343789,12/6/2014,5967,292.81,88.89,144646.39,505768.93,128234.31
Europe,Cyprus,NJDZ,Online,L,3/2/2016,498089492,3/22/2016,4604,829.4,620.06,3850252.54,3113132.86,363788.5
Europe,Moldova ,KYUTZQ,Offline,C,3/1/2015,251907765,4/7/2015,3961,292.81,88.89,343306.72,475381.64,385600.44
Europe,Malta,KYUTZQ,Online,L,5/26/2015,339999663,6/13/2015,2311,292.81,88.89,859375.08,414631.41,552898.6
Europe,Russia,BNBVXP,Offline,M,6/29/2012,958366000,8/3/2012,651,970.5,981.46,441530.3,43157.41,57672.09
Europe,Norway,BNBVXP,Online,M,11/4/2015,481114327,11/24/2015,1276,970.5,981.46,193536.5,412721.8,389233.43
Europe,Liechtenstein,BNBVXP,Offline,L,10/16/2014,194785726,11/13/2014,280,970.5,981.46,12081.0,78272.9,79579.8
Europe,Andorra,STBZQKASF,Online,C,4/24/2016,443544518,4/28/2016,3534,68.74,89.25,791035.3,346431.67,32214.44
Europe,San Marino,JTSBQPV,Online,H,7/30/2013,467138516,8/8/2013,5523,400.68,75.97,421779.47,581874.95,120636.06
Europe,Bosnia and Herzegovina,ZNVGEIJCUP,Online,H,11/27/2016,184708344,12/2/2016,8159,154.06,74.0,7518655.49,678557.78,116959.85
Europe,Bosnia and Herzegovina,BKXKLU DDPSOJWD,Offline,H,10/19/2015,640394628,11/7/2015,5856,458.83,555.36,5006606.81,8455747.09,952927.0
Europe,Andorra,ZNVGEIJCUP,Offline,L,10/15/2016,403337991,11/24/2016,5529,154.06,74.0,994571.0,628509.27,146150.84
Europe,Andorra,ZNVGEIJCUP,Online,C,3/3/2013,967679059,3/19/2013,6592,154.06,74.0,3189025.37,540023.82,598476.22
Europe,Macedonia,KYUTZQ,Online,L,7/11/2017,125339686,7/24/2017,9653,292.81,88.89,9573987.1,833749.07,800370.61
Europe,Croatia,WKDGNQJQ DOKJ,Offline,M,3/29/2013,396832883,3/31/2013,523,51.61,54.89,73204.94,92865.99,51678.89
Europe,Switzerland,FGIPCAOVI,Offline,M,3/18/2014,209445178,4/20/2014,8337,872.4,295.75,5001375.6,4335371.03,9446582.07
Europe,Switzerland,JTSBQPV,Offline,M,5/21/2011,933963048,6/24/2011,9275,400.68,75.97,4829134.0,967668.0,404308.0
Europe,Greece,BNBVXP,Online,H,5/5/2015,587598884,6/13/2015,2422,970.5,981.46,470794.0,683699.88,310538.25
Europe,Ireland,WKDGNQJQ DOKJ,Online,C,10/3/2014,941524302,10/9/2014,6819,51.61,54.89,621567.15,244282.4,197862.17
Europe,Denmark,FGIPCAOVI,Offline,M,7/22/2012,805974042,7/28/2012,4484,872.4,295.75,6696008.5,5410893.99,779633.08
Europe,Estonia,STBZQKASF,Offline,L,2/19/2016,217859160,3/5/2016,8222,68.74,89.25,463029.2,533016.09,671689.83
Europe,Andorra,ZNVGEIJCUP,Offline,L,12/15/2013,727426946,2/3/2014,653,154.06,74.0,996637.93,84803.72,28285.1
Europe,Belgium,SMSUAK,Offline,M,5/4/2011,187103450,5/14/2011,6924,7.6,2.21,23651.73,47914.08,77410.97
Europe,Romania,BNBVXP,Online,H,3/14/2016,572634732,4/1/2016,4197,970.5,981.46,391599.0,462652.0,750012.95
Europe,Serbia,ZNVGEIJCUP,Online,C,8/31/2014,285343968,9/5/2014,8476,154.06,74.0,8208061.99,762999.1,727212.37
Europe,Slovenia,ZNVGEIJCUP,Offline,M,4/21/2013,886763894,5/27/2013,1997,154.06,74.0,842867.78,738945.44,552064.92
Europe,Moldova ,STBZQKASF,Offline,C,11/4/2013,436606395,12/3/2013,389,68.74,89.25,18458.05,71406.73,9229.6
Europe,Kosovo,FGIPCAOVI,Online,L,9/26/2010,845738112,10/23/2010,1557,872.4,295.75,417012.1,399577.85,359904.85
Europe,Belarus,SMSUAK,Online,C,6/24/2014,669353473,7/7/2014,5422,7.6,2.21,71653.24,21603.27,13067.02
Europe,Belgium,FGIPCAOVI,Online,M,9/29/2015,147826898,11/5/2015,4119,872.4,295.75,5645434.4,9848515.88,487520.37
Europe,Spain,FGIPCAOVI,Online,C,3/2/2011,832057130,4/2/2011,3050,872.4,295.75,5782703.0,629467.4,452674.9
Europe,Lithuania,BKXKLU DDPSOJWD,Online,H,8/23/2011,212106788,9/26/2011,5967,458.83,555.36,3885770.07,8580333.41,382424.11
Europe,Russia,WKDGNQJQ DOKJ,Online,M,9/14/2014,371814954,10/8/2014,7162,51.61,54.89,229882.02,148732.25,569768.59
Europe,Ireland,SMSUAK,Online,L,9/19/2016,548015487,10/9/2016,8815,7.6,2.21,56751.98,51334.6,31671.39
Europe,Spain,ZNVGEIJCUP,Offline,M,4/14/2011,305569112,6/3/2011,3545,154.06,74.0,464740.9,724816.24,453085.1
Europe,Slovakia,KYUTZQ,Offline,C,11/16/2016,536095750,12/26/2016,1500,292.81,88.89,439306.0,207655.0,77690.0
Europe,Armenia,FDKLCUGLN,Offline,L,9/9/2015,621577537,9/16/2015,7461,989.45,840.03,4235813.34,9794126.3,8909863.42
Europe,Bulgaria,FGIPCAOVI,Offline,H,5/6/2017,826968657,6/15/2017,7258,872.4,295.75,9554857.5,2426623.5,3725302.75
Europe,Montenegro,FDKLCUGLN,Offline,L,11/25/2010,546544349,12/12/2010,3473,989.45,840.03,1467811.05,4717531.25,632466.84
Europe,Luxembourg,FDKLCUGLN,Offline,C,9/5/2016,463591134,10/1/2016,5773,989.45,840.03,6674097.31,8493141.31,695516.76
Europe,Macedonia,BKXKLU DDPSOJWD,Offline,C,12/17/2015,696839892,1/2/2016,9264,458.83,555.36,5525416.3,1066155.18,3151028.0
Europe,United Kingdom,WKDGNQJQ DOKJ,Offline,M,9/22/2011,509380948,9/27/2011,5997,51.61,54.89,151825.01,159654.61,590704.28
Europe,Russia,JTSBQPV,Offline,M,7/28/2011,221628844,9/1/2011,3755,400.68,75.97,277104.8,421041.2,167269.4
Europe,Estonia,STBZQKASF,Online,H,2/29/2016,650208079,3/19/2016,9875,68.74,89.25,932267.46,805712.85,128654.8
Europe,Moldova ,NJDZ,Offline,L,6/14/2010,229105556,8/3/2010,6280,829.4,620.06,1789362.7,2178209.1,772830.0
Europe,Ukraine,BKXKLU DDPSOJWD,Offline,M,3/11/2016,660481584,4/20/2016,33,458.83,555.36,93188.8,86092.59,7963.5
Europe,Kosovo,BKXKLU DDPSOJWD,Offline,H,8/3/2014,168487203,9/21/2014,7962,458.83,555.36,5184934.02,9620935.01,2856375.8
Europe,Russia,NJDZ,Online,M,12/20/2010,609952628,1/31/2011,7392,829.4,620.06,9720679.25,9579223.54,963652.7
Europe,Slovakia,YVOW ABYK,Offline,H,5/30/2012,891808593,6/11/2012,4835,194.89,609.6,8857831.0,488203.7,824840.7
Europe,San Marino,SMSUAK,Online,L,7/10/2017,765734040,8/4/2017,6574,7.6,2.21,29326.38,45492.08,78480.5
Europe,San Marino,BNBVXP,Offline,L,5/18/2012,125349128,6/6/2012,2447,970.5,981.46,403571.7,381966.71,783407.99
Europe,Netherlands,ZNVGEIJCUP,Offline,H,3/12/2017,688698422,4/1/2017,22,154.06,74.0,8452.58,4690.79,1798.02
Europe,France,FDKLCUGLN,Online,L,6/16/2011,367328155,7/30/2011,9419,989.45,840.03,4957884.08,8570915.72,1223259.25
Europe,Belgium,BNBVXP,Offline,L,11/14/2012,495450627,12/26/2012,3705,970.5,981.46,582747.3,635505.04,664877.11
Europe,Belarus,WKDGNQJQ DOKJ,Online,M,7/24/2013,638856971,8/21/2013,829,51.61,54.89,84423.25,28886.78,31890.83
Europe,Slovakia,ZNVGEIJCUP,Offline,M,6/1/2016,936664998,7/5/2016,8843,154.06,74.0,5608058.62,571318.47,386987.21
Europe,Belgium,FGIPCAOVI,Offline,C,5/21/2011,695059764,6/29/2011,2485,872.4,295.75,7318010.0,654375.05,533044.05
Europe,Belarus,STBZQKASF,Online,H,3/8/2010,681713092,3/22/2010,2908,68.74,89.25,785592.4,88637.87,74458.68
Europe,Denmark,STBZQKASF,Offline,H,9/26/2010,511155498,11/4/2010,1126,68.74,89.25,62486.0,46703.46,89104.22
Europe,France,WKDGNQJQ DOKJ,Online,H,10/16/2010,762655293,11/11/2010,5504,51.61,54.89,617932.29,613210.04,897391.1
Europe,Romania,WKDGNQJQ DOKJ,Offline,L,1/14/2015,119935786,1/27/2015,519,51.61,54.89,86503.58,16261.14,67900.42
Europe,Czech Republic,KYUTZQ,Online,M,8/31/2010,755605590,9/11/2010,9340,292.81,88.89,2763713.0,884450.1,167990.9
Europe,Moldova ,NJDZ,Online,M,6/13/2010,907047402,8/1/2010,4338,829.4,620.06,6864838.37,1934347.92,365636.4
Europe,Norway,SMSUAK,Offline,L,8/12/2013,638937652,9/6/2013,4705,7.6,2.21,35265.03,90894.8,11339.05
Europe,France,BNBVXP,Offline,H,2/26/2016,449206340,4/3/2016,8993,970.5,981.46,4626150.6,8060013.9,918255.41
Europe,Romania,STBZQKASF,Online,L,7/10/2010,864071118,7/18/2010,6700,68.74,89.25,504424.0,663012.0,983294.0
Europe,Russia,BKXKLU DDPSOJWD,Online,C,12/16/2010,253211104,12/27/2010,9648,458.83,555.36,6282874.08,5064814.08,1573538.0
Europe,Belgium,SMSUAK,Online,M,11/10/2013,609939754,11/30/2013,3582,7.6,2.21,33420.06,36837.61,7394.42
Europe,Lithuania,BNBVXP,Offline,M,2/6/2014,907691991,3/9/2014,5086,970.5,981.46,3045042.2,542293.43,428758.33
Europe,Georgia,SMSUAK,Offline,C,1/28/2017,460693061,2/25/2017,8169,7.6,2.21,63012.84,21119.4,14956.65
Europe,Switzerland,BKXKLU DDPSOJWD,Offline,H,4/5/2013,424541604,5/17/2013,150,458.83,555.36,29536.4,98540.0,28607.6
Europe,Czech Republic,FDKLCUGLN,Online,L,8/25/2014,571161448,9/30/2014,8220,989.45,840.03,5532622.2,9241339.1,3706200.5
Europe,Netherlands,STBZQKASF,Online,H,2/4/2011,985039174,3/10/2011,3836,68.74,89.25,386132.1,356471.74,45106.67
Europe,Romania,JTSBQPV,Online,H,11/16/2015,522323358,11/20/2015,5944,400.68,75.97,397493.63,833498.52,520040.31
Europe,Latvia,ZNVGEIJCUP,Offline,M,10/5/2016,486461150,11/13/2016,3519,154.06,74.0,588176.62,909527.04,403969.08
Europe,Slovenia,FGIPCAOVI,Online,M,1/24/2017,949912965,3/6/2017,9210,872.4,295.75,8953085.0,4523414.5,1666166.5
Europe,France,SMSUAK,Online,L,4/20/2013,103499639,6/6/2013,6698,7.6,2.21,60542.36,61651.49,45818.58
Europe,Slovakia,WKDGNQJQ DOKJ,Offline,C,12/23/2016,877687728,2/7/2017,6158,51.61,54.89,992034.58,186600.17,200413.81
Europe,Greece,YVOW ABYK,Offline,H,1/15/2015,288073384,2/16/2015,6171,194.89,609.6,9260063.73,978604.89,591552.06
Europe,Latvia,FDKLCUGLN,Online,H,8/3/2016,607756221,8/11/2016,7426,989.45,840.03,4962573.02,3731862.04,4117829.46
